request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens,error
req_01kxfndhspf8jvxjgsv97q009p,1784010950454,400,0,0.00296,mixtral-8x7b-32768,key_01kxfkm3z7e2fsstndaynsbahp,project_01kxfkkcsffd1tktapyaedx5s2,0,0,0,0,0,"{\"code\":\"model_decommissioned\",\"message\":\"The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
req_01kxfnd4geem08ybkmt6zpbb3c,1784010936846,400,0,0.001213,mixtral-8x7b-32768,key_01kxfkm3z7e2fsstndaynsbahp,project_01kxfkkcsffd1tktapyaedx5s2,0,0,0,0,0,"{\"code\":\"model_decommissioned\",\"message\":\"The model `mixtral-8x7b-32768` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
